Trial,Plot_ID,Loc,Year,%.Can.Cover,NDVI,GNDVI,SR,NDRE1,NWI2
HRW_DH_SP#2,38,Lind,2021,36.84813754,0.133843724,0.136389399,1.312627352,0.124518095,0.068195953
HRW_DH_SP#2,39,Lind,2021,43.01886792,0.144943486,0.145094406,1.343821326,0.124052834,0.067014712
HRW_DH_SP#2,40,Lind,2021,38.59649123,0.136315955,0.139794438,1.32023456,0.124727376,0.072517187
HRW_DH_SP#2,41,Lind,2021,36.66978485,0.134970454,0.137057448,1.316972339,0.114289703,0.068514283
HRW_DH_SP#2,42,Lind,2021,31.90249073,0.133641758,0.135828181,1.313197134,0.112983613,0.064054275
HRW_DH_SP#2,43,Lind,2021,39.4129979,0.135773619,0.136779564,1.3201084,0.115040214,0.069431167
HRW_DH_SP#2,44,Lind,2021,53.00429185,0.124249971,0.127772826,1.287132551,0.102474395,0.091626609
HRW_DH_SP#2,45,Lind,2021,43.5235732,0.144947234,0.148740252,1.345080292,0.122008094,0.070595172
HRW_DH_SP#2,46,Lind,2021,65.68170036,0.147709609,0.148504732,1.351475692,0.116012998,0.085132146
HRW_DH_SP#2,47,Lind,2021,58.01733478,0.149153155,0.151206119,1.356546088,0.12185603,0.087206424
HRW_DH_SP#2,48,Lind,2021,42.32505643,0.133113591,0.134555565,1.311544657,0.118666894,0.082585038
HRW_DH_SP#2,49,Lind,2021,39.11710607,0.151960711,0.15246355,1.36485249,0.131498596,0.065632137
HRW_DH_SP#2,50,Lind,2021,42.99941418,0.137483717,0.139310121,1.323339949,0.116210301,0.069697851
HRW_DH_SP#2,51,Lind,2021,57.64517848,0.160903752,0.161467646,1.392817725,0.121561328,0.074734301
HRW_DH_SP#2,52,Lind,2021,58.68331442,0.157430096,0.157432258,1.381871376,0.12834731,0.079614602
HRW_DH_SP#2,53,Lind,2021,56.40473628,0.147848788,0.149097256,1.352505685,0.115938665,0.075388955
HRW_DH_SP#2,54,Lind,2021,28.70748299,0.132551447,0.131730421,1.311786857,0.109414448,0.062965681
HRW_DH_SP#2,55,Lind,2021,42.94117647,0.137069495,0.136566244,1.32231304,0.125946326,0.065721247
HRW_DH_SP#2,56,Lind,2021,50.40650407,0.149475964,0.148053785,1.357611673,0.120429266,0.062266833
HRW_DH_SP#2,57,Lind,2021,39.0067253,0.13824173,0.142600505,1.325120593,0.122275758,0.069992496
HRW_DH_SP#2,58,Lind,2021,43.79679144,0.144859311,0.144152613,1.344680452,0.122803407,0.069342561
HRW_DH_SP#2,59,Lind,2021,60.71979434,0.176506214,0.172414682,1.43936303,0.129998702,0.073210309
HRW_DH_SP#2,60,Lind,2021,41.00174723,0.135976595,0.140028671,1.319144079,0.121791499,0.059983867
HRW_DH_SP#2,61,Lind,2021,36.98420785,0.13602897,0.140711559,1.319142817,0.126539852,0.054439025
HRW_DH_SP#2,62,Lind,2021,42.74850625,0.142056987,0.143735528,1.33658314,0.117096595,0.058117361
HRW_DH_SP#2,63,Lind,2021,50.3131524,0.156883835,0.157895658,1.379880357,0.126947805,0.058703203
HRW_DH_SP#2,64,Lind,2021,45.58087827,0.134766159,0.139689133,1.315606307,0.117038146,0.070983315
HRW_DH_SP#2,65,Lind,2021,50.65601825,0.142082678,0.146017581,1.336261159,0.122102721,0.065528155
HRW_DH_SP#2,66,Lind,2021,35.38461538,0.126460599,0.131131994,1.293513484,0.119686652,0.054812376
HRW_DH_SP#2,67,Lind,2021,44.73392461,0.14441464,0.146346362,1.34344013,0.125343077,0.061924168
HRW_DH_SP#2,68,Lind,2021,44.16804865,0.139243965,0.143857691,1.328694253,0.120040861,0.065221925
HRW_DH_SP#2,69,Lind,2021,35.25835866,0.134066792,0.136442332,1.313760775,0.127543295,0.061997446
HRW_DH_SP#2,70,Lind,2021,56.63397006,0.157007992,0.158292721,1.379697034,0.127133802,0.069056745
HRW_DH_SP#2,71,Lind,2021,52.53378378,0.148390973,0.149987178,1.354263017,0.133633566,0.071205075
HRW_DH_SP#2,72,Lind,2021,39.64620187,0.130753737,0.135960485,1.304087802,0.120490641,0.05457252
HRW_DH_SP#2,73,Lind,2021,6.590555267,0.10832839,0.107595108,1.24529315,0.0952814,0.074598428
HRW_DH_SP#2,74,Lind,2021,53.57862903,0.139449932,0.140354481,1.329833684,0.125465823,0.070711902
HRW_DH_SP#2,75,Lind,2021,49.375,0.143544771,0.142049276,1.340923027,0.1287693,0.058627394
HRW_DH_SP#2,76,Lind,2021,43.28210213,0.143948234,0.145846457,1.341811772,0.129191547,0.056635328
HRW_DH_SP#2,77,Lind,2021,50.77866918,0.157388262,0.161274623,1.38239538,0.133823199,0.077833562
HRW_DH_SP#2,78,Lind,2021,60.92307692,0.156305326,0.15377897,1.37960843,0.124617108,0.083380591
HRW_DH_SP#2,79,Lind,2021,40.1308615,0.145923233,0.147455659,1.348228696,0.123522785,0.064071393
HRW_DH_SP#2,80,Lind,2021,35.23949169,0.127686302,0.131486778,1.296936901,0.125462157,0.061599951
HRW_DH_SP#2,81,Lind,2021,46.18163055,0.143109808,0.142977482,1.339278133,0.126309287,0.073018557
HRW_F5_SP,1,Lind,2021,23.09725159,0.108190472,0.108439487,1.244041949,0.113171474,0.115677746
HRW_F5_SP,2,Lind,2021,35.92910849,0.129222585,0.127737118,1.300104491,0.121019011,0.100539982
HRW_F5_SP,3,Lind,2021,54.14997138,0.125541841,0.127159296,1.290217401,0.114504922,0.112463801
HRW_F5_SP,4,Lind,2021,42.62579526,0.131408856,0.134916395,1.305936365,0.115474499,0.098125477
HRW_F5_SP,5,Lind,2021,43.80165289,0.135338139,0.138219406,1.316787746,0.114534243,0.089445073
HRW_F5_SP,6,Lind,2021,51.76613886,0.143655693,0.14491292,1.340710281,0.117202702,0.087113556
HRW_F5_SP,7,Lind,2021,50.10515247,0.147046405,0.148721424,1.350925239,0.116787625,0.083782753
HRW_F5_SP,8,Lind,2021,50.55643879,0.149850565,0.152652983,1.358571139,0.122598998,0.085650725
HRW_F5_SP,9,Lind,2021,47.56097561,0.142911721,0.144429527,1.338645499,0.116099107,0.084619586
HRW_F5_SP,10,Lind,2021,43.6829559,0.132068562,0.135437204,1.30816972,0.114273524,0.089795799
HRW_F5_SP,11,Lind,2021,52.98685783,0.141672205,0.143895359,1.33437588,0.115899812,0.08405431
HRW_F5_SP,12,Lind,2021,36.82669789,0.123494168,0.126294505,1.285185567,0.105723813,0.082059938
HRW_F5_SP,13,Lind,2021,42.88926363,0.127136673,0.130410706,1.294617612,0.112433222,0.08324302
HRW_F5_SP,14,Lind,2021,39.75294778,0.125992982,0.129529951,1.291606499,0.116889653,0.081245321
HRW_F5_SP,15,Lind,2021,58.55904659,0.1243588,0.125818598,1.287559179,0.107698328,0.094624704
HRW_F5_SP,16,Lind,2021,48.59276278,0.148271141,0.1493797,1.354510398,0.126258794,0.078673696
HRW_F5_SP,17,Lind,2021,62.6807564,0.144438549,0.145224475,1.342802664,0.105084639,0.084684048
HRW_F5_SP,18,Lind,2021,56.80894309,0.141624693,0.143428185,1.334964799,0.106354032,0.080040245
HRW_F5_SP,19,Lind,2021,35.26992288,0.128617367,0.132164818,1.298914038,0.107531047,0.068956142
HRW_F5_SP,20,Lind,2021,46.8786808,0.135259472,0.13665427,1.316741431,0.119977594,0.075033398
HRW_F5_SP,21,Lind,2021,45.65090485,0.140492276,0.141754238,1.332829459,0.119814555,0.080198437
HRW_F5_SP,22,Lind,2021,28.70693959,0.113398119,0.117663996,1.257882866,0.109568562,0.076982852
HRW_F5_SP,23,Lind,2021,38.01478353,0.137474779,0.138615042,1.323623541,0.113297754,0.078877151
HRW_F5_SP,24,Lind,2021,46.3836478,0.132214249,0.134380946,1.30926912,0.113050009,0.081571774
HRW_F5_SP,25,Lind,2021,51.42700329,0.146439992,0.146211447,1.348924799,0.121497142,0.079350924
HRW_F5_SP,26,Lind,2021,58.69947276,0.137745173,0.138027884,1.324087267,0.117260548,0.089733609
HRW_F5_SP,27,Lind,2021,73.94695788,0.154354725,0.152954216,1.371667434,0.117344836,0.090881515
HRW_F5_SP,28,Lind,2021,43.96267838,0.140532234,0.141527386,1.332165686,0.123484596,0.083671302
HRW_F5_SP,29,Lind,2021,50.55329062,0.141798174,0.139235088,1.336117228,0.122331314,0.092382919
HRW_F5_SP,30,Lind,2021,48.62938596,0.146815066,0.146739654,1.350068553,0.124043798,0.094058445
HRW_F5_SP,31,Lind,2021,60.51338067,0.163851138,0.161417672,1.401248852,0.132107641,0.104582254
HRW_F5_SP,32,Lind,2021,56.03156708,0.155558172,0.154623443,1.375243593,0.125720002,0.09915868
HRW_F5_SP,33,Lind,2021,58.35117773,0.142091459,0.139711783,1.336487992,0.126367132,0.116577006
HRW_F5_SP,34,Lind,2021,34.23980222,0.11917999,0.119608366,1.273209322,0.113853138,0.105433846
HRW_F5_SP,35,Lind,2021,38.57901726,0.123679609,0.125578541,1.285409492,0.124688584,0.109746463
HRW_F5_SP,36,Lind,2021,34.08018868,0.121046994,0.121107552,1.278493949,0.122652384,0.120676019
HRW_F5_SP,37,Lind,2021,37.74259448,0.139701473,0.137492832,1.330873038,0.125292603,0.114664595
HRW_F5_SP,38,Lind,2021,45.57081952,0.137540054,0.138669096,1.323087931,0.123713383,0.101155623
HRW_F5_SP,39,Lind,2021,23.56557377,0.104890816,0.109773004,1.235936388,0.110825713,0.101659558
HRW_F5_SP,40,Lind,2021,27.27710843,0.10869014,0.113409334,1.245551647,0.114974408,0.101452511
HRW_F5_SP,41,Lind,2021,22.40939255,0.113133,0.116851474,1.257737602,0.114463476,0.099811077
HRW_F5_SP,42,Lind,2021,37.91644632,0.122067806,0.125050491,1.281223566,0.120676828,0.092306414
HRW_F5_SP,43,Lind,2021,50.5923001,0.128465952,0.128805367,1.297867149,0.115547951,0.096518454
HRW_F5_SP,44,Lind,2021,39.24646782,0.115962943,0.118732818,1.264797531,0.11334558,0.09378981
HRW_F5_SP,45,Lind,2021,20.42666667,0.10738921,0.114791457,1.242504503,0.108494868,0.090267031
HRW_F5_SP,46,Lind,2021,23.70958593,0.11374664,0.116013386,1.25875705,0.108191497,0.075043307
HRW_F5_SP,47,Lind,2021,46.55172414,0.132594884,0.131837515,1.310106544,0.117308212,0.08788207
HRW_F5_SP,48,Lind,2021,39.39881911,0.12158143,0.123177398,1.279814249,0.113366691,0.079949749
HRW_F5_SP,49,Lind,2021,32.87827076,0.124659245,0.126559384,1.28862903,0.113474883,0.076279945
HRW_F5_SP,50,Lind,2021,48.82892057,0.132535694,0.133046204,1.309427103,0.114289242,0.078326103
HRW_F5_SP,51,Lind,2021,45.90932777,0.130080514,0.130714432,1.30311259,0.107420471,0.078737163
HRW_F5_SP,52,Lind,2021,28.70317003,0.113586775,0.116463937,1.258213849,0.111203508,0.067693269
HRW_F5_SP,53,Lind,2021,32.53424658,0.122690716,0.124201774,1.282627822,0.108644806,0.074414208
HRW_F5_SP,54,Lind,2021,34.95407888,0.12587317,0.127568235,1.291864778,0.107715806,0.069029467
HRW_F5_SP,55,Lind,2021,24.41260745,0.115672351,0.120821725,1.263503989,0.111410557,0.060496251
HRW_F5_SP,56,Lind,2021,37.73341919,0.122182142,0.124795118,1.281270625,0.111847006,0.070561822
HRW_F5_SP,57,Lind,2021,29.42528736,0.113935802,0.117749777,1.259702001,0.109018547,0.07273559
HRW_F5_SP,58,Lind,2021,44.64379947,0.128864679,0.130781787,1.299353156,0.108328242,0.080643187
HRW_F5_SP,59,Lind,2021,53.70786517,0.140925805,0.143117049,1.332921811,0.114031425,0.076490436
HRW_F5_SP,60,Lind,2021,45.08846858,0.133624563,0.138945748,1.312475593,0.118793305,0.075644262
HRW_F5_SP,61,Lind,2021,41.6087963,0.12661146,0.132329743,1.293075531,0.116547137,0.075703978
HRW_F5_SP,62,Lind,2021,34.23225096,0.128734384,0.132804718,1.298918055,0.117528976,0.079387847
HRW_F5_SP,63,Lind,2021,19.16167665,0.112520654,0.11470368,1.25609398,0.106920633,0.081363312
HRW_F5_SP,64,Lind,2021,42.65318263,0.121933346,0.122448776,1.280663149,0.110437708,0.085461014
HRW_F5_SP,65,Lind,2021,56.61721068,0.139842865,0.138409478,1.329906151,0.122608294,0.101941682
HRW_F5_SP,66,Lind,2021,64.69523235,0.1693862,0.16166099,1.419456348,0.138630681,0.103685568
HRW_F5_SP,67,Lind,2021,39.79002625,0.13769424,0.134152221,1.32659865,0.119679239,0.103416094
HRW_F5_SP,68,Lind,2021,52.89934354,0.150935157,0.146250063,1.364008901,0.131035753,0.107962016
HRW_F5_SP,69,Lind,2021,38.58727379,0.128476854,0.127975137,1.299007709,0.126681418,0.106057599
HRW_F5_SP,70,Lind,2021,26.78093198,0.106654192,0.109188688,1.240344762,0.109255878,0.11558917
HRW_F5_SP,71,Lind,2021,28.23721436,0.120793136,0.120765453,1.277935224,0.124235775,0.109465777
HRW_F5_SP,72,Lind,2021,25.65445026,0.107435138,0.110021521,1.242218031,0.110168818,0.120495772
HRW_F5_SP,73,Lind,2021,17.54949171,0.101297922,0.105520211,1.226494542,0.112264509,0.108662327
HRW_F5_SP,74,Lind,2021,28.06150467,0.113316371,0.115584436,1.257663179,0.11706983,0.10668313
HRW_F5_SP,75,Lind,2021,50.89757128,0.129010082,0.127173607,1.300457195,0.110210435,0.115133016
HRW_F5_SP,76,Lind,2021,18.82546652,0.102343716,0.106876285,1.229373415,0.115300443,0.092676269
HRW_F5_SP,77,Lind,2021,39.30494371,0.118212993,0.118998643,1.270436685,0.109466937,0.091735085
HRW_F5_SP,78,Lind,2021,47.88732394,0.127483203,0.126798092,1.295530497,0.115831418,0.099611801
HRW_F5_SP,79,Lind,2021,74.7020585,0.16853614,0.160683787,1.414171241,0.129208793,0.112402046
HRW_F5_SP,80,Lind,2021,57.50262329,0.135755577,0.134001463,1.318891662,0.115294965,0.097392444
HRW_F5_SP,81,Lind,2021,67.63092269,0.143135213,0.140327814,1.340040703,0.109902759,0.097014528
HRW_F5_SP,82,Lind,2021,47.4472808,0.126819358,0.127805279,1.294706672,0.106025209,0.086267412
HRW_F5_SP,83,Lind,2021,57.67847971,0.132934628,0.132811999,1.310589273,0.106516188,0.082306784
HRW_F5_SP,84,Lind,2021,54.46927374,0.136319302,0.136536394,1.319645455,0.112309526,0.075062277
HRW_F5_SP,85,Lind,2021,52.24913495,0.132782813,0.13421498,1.310227456,0.113865017,0.080878141
HRW_F5_SP,86,Lind,2021,40.21801492,0.121821584,0.124548931,1.280532742,0.11165929,0.081766837
HRW_F5_SP,87,Lind,2021,65.04201681,0.1547941,0.151227663,1.374970907,0.124954978,0.084442279
HRW_F5_SP,88,Lind,2021,45.72025052,0.129187919,0.132693172,1.300081323,0.113213365,0.076477211
HRW_F5_SP,89,Lind,2021,23.90243902,0.112501278,0.116471358,1.255427235,0.107898274,0.069012495
HRW_F5_SP,90,Lind,2021,50.33522434,0.146338046,0.1488689,1.348530637,0.122514875,0.076104196
HRW_F5_SP,91,Lind,2021,65.54445029,0.184099782,0.17796996,1.466726628,0.130778001,0.083607016
HRW_F5_SP,92,Lind,2021,45.31914894,0.14924462,0.149466689,1.35761331,0.118951771,0.076842775
HRW_F5_SP,93,Lind,2021,59.68634686,0.152093513,0.151515812,1.365973538,0.123327323,0.082071647
HRW_F5_SP,94,Lind,2021,43.33333333,0.127893504,0.128583384,1.296948605,0.116859276,0.080350309
HRW_F5_SP,95,Lind,2021,52.80397022,0.142660204,0.140217079,1.338384405,0.122037356,0.087189885
HRW_F5_SP,96,Lind,2021,50.38167939,0.142723487,0.13974118,1.338748714,0.122082348,0.093731654
HRW_F5_SP,97,Lind,2021,40.40144107,0.130559763,0.131277091,1.30404912,0.122669435,0.081116653
HRW_F5_SP,98,Lind,2021,33.16168898,0.125696775,0.126652344,1.290748262,0.121290167,0.087103866
HRW_F5_SP,99,Lind,2021,35.03575077,0.124658507,0.126328908,1.287962313,0.122276099,0.086279682
HRW_F5_SP,100,Lind,2021,19.45337621,0.112682932,0.119841333,1.256728703,0.114154111,0.095932189
HRW_F5_SP,101,Lind,2021,28.93300248,0.126174895,0.128494386,1.292881463,0.124562001,0.093871508
HRW_F5_SP,102,Lind,2021,51.39381652,0.159336675,0.154579458,1.388615896,0.134368117,0.105844745
HRW_F5_SP,103,Lind,2021,49.28229665,0.144737857,0.143972549,1.345272626,0.124244548,0.10071773
HRW_F5_SP,104,Lind,2021,40.31158715,0.12881666,0.130895349,1.30003632,0.122207427,0.09781275
HRW_F5_SP,105,Lind,2021,62.19062665,0.145679974,0.142460717,1.346457552,0.125078818,0.115034207
HRW_F5_SP,106,Lind,2021,44.19066534,0.12978994,0.131683422,1.302329698,0.117476299,0.10413381
HRW_F5_SP,107,Lind,2021,26.07568688,0.111176366,0.115514582,1.25162875,0.117069364,0.105746581
HRW_F5_SP,108,Lind,2021,23.92542724,0.111522726,0.113156446,1.253307781,0.110890889,0.112900716
HRW_F5_SP,109,Lind,2021,24.82088025,0.106217658,0.10846106,1.239229422,0.129137511,0.117884786
HRW_F5_SP,110,Lind,2021,35.92920354,0.116352939,0.116353173,1.265609784,0.128445105,0.114698404
HRW_F5_SP,111,Lind,2021,21.22302158,0.107801123,0.108524538,1.243954621,0.126718592,0.105171436
HRW_F5_SP,112,Lind,2021,31.61222339,0.113545716,0.114387938,1.258376376,0.11417622,0.095418023
HRW_F5_SP,113,Lind,2021,22.1856123,0.101242217,0.105730459,1.226411506,0.115213116,0.091534299
HRW_F5_SP,114,Lind,2021,16.57838983,0.10717311,0.111676647,1.241884669,0.125197387,0.086157636
HRW_F5_SP,115,Lind,2021,35.29411765,0.11508791,0.118366866,1.262405388,0.119480121,0.101274532
HRW_F5_SP,116,Lind,2021,30.76092822,0.118456513,0.121820734,1.271506337,0.12389857,0.08920366
HRW_F5_SP,117,Lind,2021,21.74411933,0.110759062,0.112659926,1.251338296,0.117063261,0.085465154
HRW_F5_SP,118,Lind,2021,16.06217617,0.103980089,0.108264216,1.233344623,0.12138333,0.072274818
HRW_F5_SP,119,Lind,2021,37.60831889,0.120149318,0.120722346,1.275734321,0.114679924,0.08281769
HRW_F5_SP,120,Lind,2021,60.54313099,0.157263933,0.152830545,1.380518725,0.123514278,0.089862597
HRW_F5_SP,121,Lind,2021,81.75182482,0.188768929,0.180281054,1.476320997,0.127890597,0.09371681
HRW_F5_SP,122,Lind,2021,70.78780909,0.161033557,0.154464675,1.392460123,0.12706573,0.094903545
HRW_F5_SP,123,Lind,2021,58.30198818,0.153426622,0.150937105,1.369261989,0.129022695,0.086352592
HRW_F5_SP,124,Lind,2021,54.22418553,0.152593737,0.152028996,1.368146806,0.123800509,0.080240376
HRW_F5_SP,125,Lind,2021,51.37513751,0.135698987,0.13611357,1.317924262,0.120590099,0.075425948
HRW_F5_SP,126,Lind,2021,44.07665505,0.146903003,0.147497301,1.350448902,0.12175497,0.069826028
HRW_F5_SP,127,Lind,2021,26.62337662,0.114763221,0.118912054,1.261435722,0.113133899,0.062656722
HRW_F5_SP,128,Lind,2021,55.36,0.153882106,0.153275171,1.370957786,0.11855861,0.076493845
HRW_F5_SP,129,Lind,2021,62.30049532,0.164542502,0.160223858,1.404337224,0.131094693,0.089974197
HRW_F5_SP,130,Lind,2021,62.60720412,0.156146322,0.152183564,1.377006461,0.133131202,0.098861656
HRW_F5_SP,131,Lind,2021,67.12184874,0.153710571,0.150899493,1.370624304,0.128613376,0.099500995
HRW_F5_SP,132,Lind,2021,41.17037804,0.124925893,0.128892671,1.288644067,0.123444727,0.08483911
HRW_F5_SP,133,Lind,2021,35.50762756,0.121401229,0.122702632,1.279092719,0.118549662,0.089219525
HRW_F5_SP,134,Lind,2021,42.86466561,0.11878948,0.121001319,1.272114872,0.125334711,0.094841035
HRW_F5_SP,135,Lind,2021,29.64577657,0.106929913,0.111435123,1.241096298,0.120310119,0.079693575
HRW_F5_SP,136,Lind,2021,28.05717311,0.10831478,0.109937358,1.244569783,0.116420606,0.094520661
HRW_F5_SP,137,Lind,2021,12.84634761,0.099556005,0.104799638,1.22221665,0.114876414,0.086792886
HRW_F5_SP,138,Lind,2021,26.89161554,0.109263404,0.111914745,1.247312764,0.118629897,0.093566354
HRW_F5_SP,139,Lind,2021,20.67532468,0.108424009,0.110363948,1.245037406,0.116570048,0.098315905
HRW_F5_SP,140,Lind,2021,21.97333333,0.100414568,0.104186525,1.224169735,0.108642313,0.091038739
HRW_F5_SP,141,Lind,2021,28.62834377,0.104807212,0.108762152,1.235245876,0.118719415,0.099904014
HRW_F5_SP,142,Lind,2021,23.95892755,0.10011257,0.104656714,1.223378977,0.118575293,0.102570719
HRW_F5_SP,143,Lind,2021,14.26174497,0.094832548,0.099459176,1.210082438,0.112250725,0.11149648
HRW_F5_SP,144,Lind,2021,12.33689205,0.098339631,0.101487277,1.219015251,0.113661996,0.112442359
HRW_F5_SP,145,Lind,2021,27.03950744,0.122366125,0.12098566,1.283399168,0.118424795,0.127408922
HRW_F5_SP,146,Lind,2021,37.54351069,0.117113957,0.118457302,1.268375233,0.121153794,0.12504818
HRW_F5_SP,147,Lind,2021,36.72286617,0.117548051,0.119931126,1.269044891,0.119297538,0.116167561
HRW_F5_SP,148,Lind,2021,41.58258099,0.127787634,0.128102175,1.298208864,0.129070215,0.11928872
HRW_F5_SP,149,Lind,2021,4.512933407,0.100401185,0.11042292,1.224543251,0.122970068,0.100873893
HRW_F5_SP,150,Lind,2021,25.12288367,0.112620049,0.113568657,1.256123901,0.106520334,0.109123498
HRW_F5_SP,151,Lind,2021,32.01320132,0.10410054,0.104957286,1.233772289,0.10606603,0.10771061
HRW_F5_SP,152,Lind,2021,34.72599023,0.118028664,0.11744746,1.269958472,0.115214103,0.106804053
HRW_F5_SP,153,Lind,2021,43.73401535,0.115563442,0.116145369,1.263612102,0.107755639,0.097420836
HRW_F5_SP,154,Lind,2021,63.01295896,0.134700698,0.133533641,1.314716204,0.11222826,0.099528843
HRW_F5_SP,155,Lind,2021,54.62232244,0.127556069,0.126783541,1.296097024,0.110215834,0.096860971
HRW_F5_SP,156,Lind,2021,55.44267054,0.13532559,0.133057051,1.317419003,0.114574003,0.093902108
HRW_F5_SP,157,Lind,2021,56.03405108,0.11779528,0.118952562,1.269311644,0.110877524,0.093940302
HRW_F5_SP,158,Lind,2021,72.87773625,0.140697463,0.136704221,1.331888165,0.12114555,0.096527188
HRW_F5_SP,159,Lind,2021,70.05738132,0.137802607,0.134616112,1.324274227,0.119629943,0.097057289
HRW_F5_SP,160,Lind,2021,53.00518135,0.131819544,0.131441426,1.308247502,0.117899809,0.089077983
HRW_F5_SP,161,Lind,2021,51.03797468,0.117494684,0.119158339,1.268510347,0.109420872,0.083575733
HRW_F5_SP,162,Lind,2021,41.50360453,0.117543865,0.119841197,1.268659037,0.112317555,0.077024254
HRW_Prel,1,Lind,2021,57.29166667,0.122533502,0.126682062,1.282239456,0.102936973,0.151217043
HRW_Prel,2,Lind,2021,41.5885273,0.116160481,0.126482893,1.265065508,0.098594816,0.140425044
HRW_Prel,3,Lind,2021,51.75631175,0.126517398,0.13295993,1.292804087,0.104348316,0.13544002
HRW_Prel,4,Lind,2021,67.48691099,0.135654486,0.139016436,1.317563787,0.101225526,0.142275994
HRW_Prel,5,Lind,2021,45.624029,0.130423181,0.136527335,1.302873841,0.106093534,0.127264578
HRW_Prel,6,Lind,2021,59.61032122,0.156642324,0.158304555,1.380636326,0.111834686,0.12313163
HRW_Prel,7,Lind,2021,45.22370012,0.126508589,0.133798487,1.292614268,0.108734728,0.108168195
HRW_Prel,8,Lind,2021,71.44408252,0.150095483,0.150105101,1.357689223,0.106537858,0.134581738
HRW_Prel,9,Lind,2021,51.6217702,0.127399953,0.133337227,1.29498798,0.105668839,0.123211292
HRW_Prel,10,Lind,2021,64.06504065,0.157295533,0.156554518,1.3813325,0.118505644,0.129634743
HRW_Prel,11,Lind,2021,64.68135795,0.146225331,0.148300036,1.34755093,0.116572909,0.132238142
HRW_Prel,12,Lind,2021,71.13402062,0.149598537,0.150419016,1.356804024,0.107752629,0.140568972
HRW_Prel,13,Lind,2021,65.38004751,0.132782397,0.137506199,1.309909989,0.101920203,0.135054595
HRW_Prel,14,Lind,2021,54.58167331,0.138617369,0.143294859,1.327185435,0.117691347,0.136877238
HRW_Prel,15,Lind,2021,73.0703259,0.14952553,0.152815196,1.356681617,0.109856045,0.145797406
HRW_Prel,16,Lind,2021,70.16783974,0.157856408,0.157361361,1.381238167,0.115254076,0.149365637
HRW_Prel,17,Lind,2021,67.40963855,0.141032955,0.142570863,1.333153917,0.117564195,0.158236672
HRW_Prel,18,Lind,2021,84.36098655,0.168418061,0.168302734,1.410864182,0.117154911,0.15944026
HRW_Prel,19,Lind,2021,76.04408353,0.164274325,0.162690047,1.401040531,0.118311867,0.159836864
HRW_Prel,20,Lind,2021,66.15129763,0.140545572,0.142604831,1.331631246,0.107105692,0.149827004
HRW_Prel,21,Lind,2021,56.99319015,0.128548457,0.130246831,1.298794871,0.109065846,0.147982848
HRW_Prel,22,Lind,2021,58.21309656,0.130955214,0.132792937,1.30483923,0.107537945,0.142796558
HRW_Prel,23,Lind,2021,49.62365591,0.125940681,0.128060208,1.292329433,0.115031221,0.140515776
HRW_Prel,24,Lind,2021,38.5684861,0.111891152,0.117364586,1.253661979,0.099757983,0.127220847
HRW_Prel,25,Lind,2021,66.15129763,0.141411006,0.145814815,1.33482507,0.111750398,0.145327051
HRW_Prel,26,Lind,2021,44.19517667,0.11908677,0.124024662,1.273315324,0.106729714,0.129697201
HRW_Prel,27,Lind,2021,52.50965251,0.143027347,0.144911114,1.338776284,0.125420317,0.124652776
HRW_Prel,28,Lind,2021,60.62827225,0.137621524,0.139390983,1.323008418,0.107871626,0.129520361
HRW_Prel,29,Lind,2021,57.06521739,0.126247273,0.128902063,1.291962706,0.10550801,0.131672655
HRW_Prel,30,Lind,2021,46.11371935,0.121400689,0.126055267,1.27938955,0.108889679,0.13907295
HRW_Prel,31,Lind,2021,53.23779193,0.127197879,0.13154219,1.294023351,0.113037128,0.131962566
HRW_Prel,32,Lind,2021,50.84915085,0.135275373,0.136765537,1.316662942,0.115614695,0.146624508
HRW_Prel,33,Lind,2021,52.26793249,0.130872595,0.132375497,1.305038468,0.123441925,0.15208621
HRW_Prel,34,Lind,2021,48.02795806,0.130890856,0.132468833,1.30582104,0.128232424,0.151627963
HRW_Prel,35,Lind,2021,47.60914761,0.130615,0.133719141,1.304199095,0.118075519,0.147857529
HRW_Prel,36,Lind,2021,54.73404255,0.134018564,0.137309247,1.313188288,0.119951328,0.16098139
HRW_Prel,37,Lind,2021,54.5026178,0.133761394,0.133157264,1.312767705,0.114073875,0.151891447
HRW_Prel,38,Lind,2021,51.79817499,0.132158483,0.134301322,1.308026412,0.119128803,0.150347143
HRW_Prel,39,Lind,2021,71.17560256,0.145560522,0.143941047,1.345132404,0.112808644,0.157136181
HRW_Prel,40,Lind,2021,54.37242798,0.123183196,0.12452726,1.284178151,0.103757408,0.1442803
HRW_Prel,41,Lind,2021,40.63660477,0.117961534,0.122022264,1.269801101,0.116631905,0.130527945
HRW_Prel,42,Lind,2021,38.07603687,0.111243215,0.12008632,1.251804436,0.1099528,0.131634605
HRW_Prel,43,Lind,2021,46.31868132,0.119289314,0.123792633,1.273089819,0.111311493,0.135997703
HRW_Prel,44,Lind,2021,49.52698943,0.128213341,0.129168756,1.298118743,0.1141134,0.134846236
HRW_Prel,45,Lind,2021,52.8893781,0.137726741,0.141751327,1.323402048,0.122335913,0.128857197
HRW_Prel,46,Lind,2021,37.02857143,0.116606802,0.121204391,1.266409793,0.110457114,0.123750304
HRW_Prel,47,Lind,2021,41.94070081,0.126091536,0.12550426,1.291660944,0.106841378,0.128240781
